Feature ID,PMT1 leaf control,PMT1 leaf topped,PMT1 root control,PMT1 root topped,PMT2 leaf control,PMT2 leaf topped,PMT2 root control,PMT2 root topped,PMT3 leaf control,PMT3 leaf topped,PMT3 root control,PMT3 root topped,TN90 leaf control,TN90 leaf topped,TN90 root control,TN90 root topped,Swissprot,,Solyc,,GO ontology (biological process)
NITAB005232.1,0.0409,0.0285,6.8432,13.9004,0.0756,0.0367,9.2463,11.2494,0.0351,0.0394,5.2202,7.2506,0.0547,0.0061,4.3353,11.3175,Protein trichome birefringence-like 32,sp|Q9SRL3|TBL32_ARATH,trichome birefringence-like protein ,Solyc09g005630.3.1,plant-type secondary cell wall biogenesis [GO:0009834]; xylan acetylation [GO:1990937]
NITAB005320.1,0.0757,0.7084,0.0384,1.0230,0.2271,0.1857,0.3579,1.7744,0.9048,0.9547,1.8609,0.1886,0.0578,0.8131,1.1765,2.4085,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB005430.1,1.2719,0.7529,4.8142,3.0944,0.8512,1.2322,3.0310,2.5321,3.4345,1.3676,4.0554,3.0945,3.2064,0.4348,4.7846,3.3994,#N/A,#N/A,Plant/T7H20-70 protein ,Solyc09g011470.3.1,#N/A
NITAB005564.1,0.1384,0.1045,2.2334,3.4207,0.1972,0.4409,4.6716,4.1165,0.0348,0.0286,1.3220,1.7150,0.0382,0.3937,1.4048,3.7146,"Glucan endo-1,3-beta-glucosidase 13",sp|Q9FJU9|E1313_ARATH,"Glucan endo-1,3-beta-glucosidase, putative ",Solyc07g049370.2.1,carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]; defense response [GO:0006952]
NITAB005608.1,0.0000,0.0237,2.5795,4.2095,0.0252,0.0221,3.9208,3.7082,0.0026,0.0121,1.8912,2.4732,0.0167,0.0166,1.4560,2.7744,#N/A,#N/A,PAR1 protein ,Solyc10g085010.2.1,#N/A
NITAB005609.1,0.0728,0.0884,7.2199,15.4791,0.0804,0.0453,12.5993,12.1903,0.0650,0.0614,4.9734,6.2149,0.0969,0.1195,3.9519,12.1458,Stamen-specific protein FIL1,sp|Q38737|FIL1_ANTMA,Lipid transfer protein ,Solyc07g065110.1.1,0
NITAB005633.1,0.0851,0.1478,2.3664,4.8529,0.1725,0.2820,3.4746,3.7783,0.1109,0.0898,2.4680,2.0094,0.1559,0.1976,1.6815,2.6219,Beta-xylosidase/alpha-L-arabinofuranosidase 2,sp|A5JTQ3|XYL2_MEDSV,LEXYL1 protein,Solyc10g047030.3.1,xylan catabolic process [GO:0045493]
NITAB005705.1,1.6046,1.2044,4.8648,3.4164,1.5353,1.3723,3.1861,4.7531,1.4895,1.1912,4.5060,3.2342,1.9345,1.6097,5.5481,4.5851,#N/A,#N/A,senescence regulator ,Solyc07g064650.2.1,#N/A
NITAB005737.1,1.1972,0.8968,5.6551,5.2457,0.7235,0.9234,5.0806,4.8314,1.6833,1.8067,5.8645,4.8983,2.1082,0.6174,7.7642,6.3785,#N/A,#N/A,Cleavage and polyadenylation specificity factor subunit 5 ,Solyc07g041000.3.1,#N/A
NITAB005793.1,1.4816,1.1979,2.2677,2.5086,1.3538,1.0764,2.2602,1.9844,1.7406,1.6917,2.9833,1.5590,2.0219,1.1449,3.7428,2.6530,#N/A,#N/A,Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein ,Solyc08g081160.3.1,#N/A
NITAB005815.1,0.0584,0.0461,1.6678,2.6902,0.0271,0.0341,2.2987,1.9355,0.0387,0.0734,0.8509,0.2130,0.0000,0.0000,0.2810,0.2938,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB005817.1,1.1438,1.2396,2.4676,1.3214,1.4931,1.2238,1.2339,1.0926,1.6023,0.8636,2.1845,2.1954,1.7584,0.7317,1.2446,0.7865,#N/A,#N/A,Wound-responsive family protein ,Solyc07g054800.1.1,#N/A
NITAB005932.1,0.6233,1.0084,11.9028,10.2135,0.7037,1.7267,5.2680,7.7519,3.1634,2.4868,9.6328,11.4169,1.6790,0.4478,17.6056,9.2633,Uncharacterized acetyltransferase At3g50280,sp|Q9SND9|Y3028_ARATH,HXXXD-type acyl-transferase family protein ,Solyc09g014280.1.1,0
NITAB006019.1,1.2228,1.4333,1.6730,2.1158,1.6480,1.7660,3.2266,2.6745,0.9458,1.5750,1.9698,2.2357,1.4813,1.0447,1.2424,0.9259,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB006020.1,2.2087,1.5672,2.5828,3.8688,0.9427,2.1129,3.5743,3.2754,3.9185,2.7409,4.2118,4.1150,3.5656,0.9209,5.7375,3.5133,#N/A,#N/A,Serine/threonine-protein kinase ,Solyc03g006730.2.1,#N/A
NITAB006037.1,3.6745,3.3771,7.5100,5.7700,4.5419,3.3839,5.8092,4.7953,3.5593,3.3315,7.2321,6.7713,3.6536,3.7492,7.7191,6.6302,Aldehyde oxidase GLOX,sp|Q3HRQ2|GLOX_VITPS,"Polynucleotidyl transferase, Ribonuclease H fold ",Solyc01g057740.2.1,defense response to fungus [GO:0050832]
NITAB006039.1,3.8059,3.4241,7.4922,5.5676,4.4967,3.1422,6.3237,4.5884,3.1399,2.8134,8.0240,6.6599,3.1323,3.7312,7.7349,6.4136,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB006095.1,2.8027,2.1078,3.4144,3.1578,1.8218,3.9490,2.8908,3.9536,3.1676,2.2981,2.2016,1.8529,1.9735,0.8019,2.8996,6.8704,Probable WRKY transcription factor 54,sp|Q93WU8|WRK54_ARATH,WRKY transcription factor 81,Solyc09g015770.3.1,brassinosteroid mediated signaling pathway [GO:0009742]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; ethylene-activated signaling pathway [GO:0009873]; negative regulation of leaf senescence [GO:1900056]; regulation of brassinosteroid mediated signaling pathway [GO:1900457]; regulation of defense response [GO:0031347]; regulation of ethylene-activated signaling pathway [GO:0010104]; regulation of jasmonic acid mediated signaling pathway [GO:2000022]; regulation of response to osmotic stress [GO:0047484]; regulation of response to water deprivation [GO:2000070]; regulation of salicylic acid mediated signaling pathway [GO:2000031]; regulation of stomatal closure [GO:0090333]; response to osmotic stress [GO:0006970]; response to reactive oxygen species [GO:0000302]; response to salicylic acid [GO:0009751]
NITAB006159.1,8.1223,10.3985,21.1653,34.2120,10.2344,15.1790,36.6259,36.7552,4.9772,7.1248,12.8961,19.4798,5.3967,16.4623,10.5445,24.9698,Probable xyloglucan endotransglucosylase/hydrolase protein 5,sp|Q9XIW1|XTH5_ARATH,xyloglucan endotransglycosylase/hydrolase 16,Solyc07g052980.3.1,cell wall biogenesis [GO:0042546]; cell wall organization [GO:0071555]; xyloglucan metabolic process [GO:0010411]
NITAB006197.1,0.4660,0.5884,2.2212,5.6239,0.4599,0.6697,3.5211,6.3659,0.4738,0.6471,1.2999,3.3962,0.4302,0.5164,1.6812,4.8279,Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG4,sp|Q9LFH3|LOG4_ARATH,Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG ,Solyc07g065180.3.1,cytokinin biosynthetic process [GO:0009691]
NITAB006331.1,0.4069,0.5829,105.8485,200.6140,0.9434,0.5200,172.3426,165.3382,0.3939,0.4537,86.4817,89.5591,0.5470,0.7149,62.5402,137.8000,Sucrose synthase,sp|P10691|SUS1_SOLTU,Sucrose synthase ,Solyc07g042520.3.1,sucrose metabolic process [GO:0005985]
NITAB006462.1,2.0160,1.5083,2.9267,3.1099,2.2512,2.4943,6.1095,4.9008,1.4422,0.5736,1.0921,1.3008,1.1927,2.8507,1.6517,4.6288,BTB/POZ domain-containing protein At1g03010,sp|Q9SA69|Y1301_ARATH,Phototropic-responsive NPH3 family protein ,Solyc07g043130.3.1,pollen tube growth [GO:0009860]; protein ubiquitination [GO:0016567]
NITAB006480.1,0.0404,0.0520,1.8398,3.0285,0.0846,0.2491,3.3904,4.1496,0.1010,0.0866,0.5290,1.1030,0.0424,0.1989,0.8040,3.5137,Peroxidase 49,sp|O23237|PER49_ARATH,Peroxidase ,Solyc09g007520.3.1,hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
NITAB006586.1,0.0000,0.0089,1.9893,3.6307,0.0151,0.0036,4.6714,4.0927,0.0116,0.0172,0.9026,1.4558,0.0259,0.0051,0.9615,3.5412,Probable pectate lyase 9,sp|Q9LRM5|PLY9_ARATH,Pectate lyase ,Solyc09g008380.3.1,pectin catabolic process [GO:0045490]
NITAB006637.1,0.0512,0.0910,6.5104,9.8246,0.1322,0.1417,13.3256,11.3430,0.0533,0.0589,4.5048,5.8987,0.0387,0.1555,4.8652,11.7768,#N/A,#N/A,Arabinogalactan-protein ,Solyc07g053640.1.1,#N/A
NITAB006704.1,0.0058,0.0000,0.7832,4.0233,0.0020,0.0011,2.0518,7.3196,0.0307,0.0026,0.5372,3.3631,0.0093,0.0054,0.6366,4.2575,Cytochrome P450 94C1,sp|Q9ZUX1|C94C1_ARATH,"Cytochrome P450, putative ",Solyc10g083400.1.1,response to wounding [GO:0009611]
NITAB006720.1,0.1481,0.2433,2.2720,4.9330,0.1061,0.2745,1.7608,4.3566,0.0820,0.2426,1.9545,5.8217,0.1787,0.6034,1.8601,4.1613,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB006823.1,2.3245,2.1306,4.5142,4.9034,2.2569,2.2927,4.3842,3.4276,3.1532,2.5128,4.4263,4.1107,3.3072,1.3691,5.4681,4.2958,Two pore calcium channel protein 1B,sp|Q75VR0|TPC1B_TOBAC,Two pore calcium channel protein 1 ,Solyc07g053970.3.1,defense response [GO:0006952]; regulation of ion transmembrane transport [GO:0034765]
NITAB006889.1,6.3527,4.8894,10.3890,6.5788,5.1649,4.9962,9.2107,4.9537,6.8404,5.7665,13.5067,6.3424,8.1255,2.6102,8.9342,4.2785,Nuclear transcription factor Y subunit B-3,sp|O23310|NFYB3_ARATH,CCAAT-binding transcription factor,Solyc07g065500.2.1,"positive regulation of transcription, DNA-templated [GO:0045893]"
NITAB006981.1,0.0246,0.0135,3.8900,14.0987,0.0700,0.0183,8.2339,18.7264,0.0268,0.0112,1.8109,10.5961,0.0121,0.0267,2.9575,17.2048,Organic cation/carnitine transporter 4,sp|Q9LHQ6|OCT4_ARATH,"Organic cation transporter, putative ",Solyc07g063930.3.1,cellular response to water deprivation [GO:0042631]; ion transport [GO:0006811]
NITAB007029.1,0.0000,0.0048,0.4280,0.2090,0.0360,0.0070,1.1410,0.8527,0.0000,0.0000,0.2582,2.9421,0.0000,0.0000,0.3804,1.3601,Non-specific lipid-transfer protein 2,sp|Q03461|NLTP2_TOBAC,Non-specific lipid-transfer protein ,Solyc10g075100.2.1,lipid transport [GO:0006869]
NITAB007058.1,0.6354,0.6644,6.0633,5.6746,0.2746,0.7343,6.7819,9.6011,0.6988,0.2618,3.2424,11.4697,0.3487,0.6846,9.3878,7.1747,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB007086.1,0.4194,0.3230,4.7413,8.7571,0.3282,0.4184,5.9752,6.6965,0.2121,0.2643,4.1158,4.2189,0.1090,0.4606,2.8560,5.6526,F-box protein At5g18160,sp|Q9FK54|FB260_ARATH,"Transmembrane protein, putative ",Solyc07g065940.1.1,0
NITAB007164.1,0.8193,0.4477,0.9047,0.8713,1.3534,1.6663,2.9821,4.6869,0.6585,0.4821,0.6928,0.4077,1.3569,1.7426,2.5706,2.8317,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB007421.1,0.0478,0.0406,7.3150,14.6370,0.1152,0.0516,9.0067,10.0989,0.0855,0.0438,7.3485,6.8607,0.1013,0.1042,5.5233,9.8958,Probable galacturonosyltransferase 12,sp|Q9FH36|GAUTC_ARATH,Hexosyltransferase ,Solyc07g064050.3.1,cell wall organization [GO:0071555]; glucuronoxylan biosynthetic process [GO:0010417]; glucuronoxylan metabolic process [GO:0010413]; pectin biosynthetic process [GO:0045489]; xylan biosynthetic process [GO:0045492]
NITAB007425.1,0.0832,0.0685,4.7444,7.7446,0.0888,0.0734,5.3678,6.0832,0.0541,0.0555,4.2126,4.3547,0.0440,0.0863,2.9106,5.6589,#N/A,#N/A,Kinesin-like protein ,Solyc07g064030.3.1,#N/A
NITAB007440.1,0.4301,0.4231,0.9730,2.5974,0.6584,0.6822,1.2351,1.5846,0.3085,0.2865,0.7982,1.3995,0.4819,0.4355,0.5271,1.8772,Chalcone--flavonone isomerase,sp|Q33DL3|CFI_TOBAC,#N/A,#N/A,flavonoid biosynthetic process [GO:0009813]
NITAB007460.1,0.4992,0.4556,5.3948,10.3468,0.6602,0.8069,7.4950,8.5834,0.3104,0.3754,4.1772,5.0654,0.3671,1.0803,3.4638,6.8192,#N/A,#N/A,Fiber protein Fb34 ,Solyc07g063340.3.1,#N/A
NITAB007530.1,5.3251,6.8935,5.5982,6.0534,4.0774,5.8674,4.3329,6.3711,6.6751,11.8103,5.8874,7.0913,9.6899,5.6204,7.7701,8.9809,"Alanine--glyoxylate aminotransferase 2 homolog 3, mitochondrial",sp|Q9SR86|AGT23_ARATH,"Alanine-glyoxylate aminotransferase, putative ",Solyc10g076250.2.1,cellular response to nitrogen levels [GO:0043562]; photorespiration [GO:0009853]
NITAB007575.1,0.0134,0.0015,2.8654,4.6660,0.0257,0.0122,7.2101,6.3605,0.0042,0.0112,1.8905,2.9225,0.0201,0.0222,2.3256,5.6233,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10,sp|Q9S7R3|LSH10_ARATH,LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein ,Solyc07g062470.3.1,mRNA transcription [GO:0009299]; multicellular organism development [GO:0007275]; post-embryonic plant morphogenesis [GO:0090698]; response to light stimulus [GO:0009416]
NITAB007661.1,0.1505,0.2360,6.6353,13.2800,0.3558,0.4268,9.5603,12.9519,0.1904,0.2121,5.4076,7.2569,0.2137,0.4660,4.8137,10.9458,"Mannan endo-1,4-beta-mannosidase 5",sp|Q9M0H6|MAN5_ARATH,"Mannan endo-1,4-beta-mannosidase 2 ",Solyc07g053920.3.1,mannan catabolic process [GO:0046355]; seed germination [GO:0009845]
NITAB007677.1,10.2560,7.3109,57.4934,51.1162,6.7711,9.5179,37.7541,30.3752,12.4471,27.1476,52.4181,41.7548,15.4609,3.6869,66.7282,42.8918,"9-cis-epoxycarotenoid dioxygenase NCED1, chloroplastic",sp|Q9M6E8|NCED1_PHAVU,notabilis,Solyc07g056570.1.1,abscisic acid biosynthetic process [GO:0009688]
NITAB007908.1,0.0748,0.0963,6.5882,13.4769,0.1114,0.0422,9.2350,11.0631,0.0523,0.0325,5.6911,7.3444,0.0523,0.0548,4.9939,9.7095,Cytochrome b561 and DOMON domain-containing protein At5g47530,sp|Q9FGK4|B561J_ARATH,Auxin-responsive family protein ,Solyc07g048050.2.1,oxidation-reduction process [GO:0055114]
NITAB007922.1,0.3752,0.3345,0.7205,0.8467,0.6241,0.9370,2.5625,2.1364,0.2916,0.1301,0.5938,0.8177,0.7734,2.1760,2.5841,6.0133,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB007973.1,0.8961,0.9018,1.9064,4.4093,0.8607,0.9825,3.0391,6.8540,0.7747,0.9722,1.0165,4.1626,0.8372,1.3008,1.6202,5.9052,Organic cation/carnitine transporter 4,sp|Q9LHQ6|OCT4_ARATH,Transporter-related family protein ,Solyc07g042905.1.1,cellular response to water deprivation [GO:0042631]; ion transport [GO:0006811]
NITAB008047.1,0.4825,0.5304,3.8439,7.3137,0.4925,0.6669,4.5493,5.9930,0.4938,0.5139,3.5645,4.0538,0.4124,0.5492,2.5916,5.6563,#N/A,#N/A,"Ectonucleotide pyrophosphatase/phosphodiesterase, putative ",Solyc07g037950.1.1,#N/A
NITAB008049.1,498.8647,498.6224,1485.3143,993.2731,282.7798,256.2342,762.3589,847.0791,497.3116,630.3609,1976.5597,1271.9330,426.0368,441.4305,1603.9008,674.2666,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB008050.1,1.7984,0.9096,3.3664,3.0963,0.7693,0.8110,2.6307,3.8880,1.2577,1.4348,6.0664,4.9424,1.1128,2.1496,5.4499,1.6697,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB008051.1,2.4808,3.3617,48.1524,29.0849,1.6047,1.4106,9.6278,10.5058,1.7982,2.6782,19.1498,8.0926,1.8378,1.9184,7.4197,37.4453,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB008052.1,0.1821,0.3553,52.2709,87.8921,0.5041,0.3612,111.0550,110.5096,0.3250,0.3455,31.7941,40.0125,0.3535,0.5353,28.5928,85.7980,Protein RSI-1,sp|P47926|RSI1_SOLLC,Gibberellin-regulated family protein ,Solyc11g011210.2.1,0
NITAB008084.1,5.5353,2.6589,4.4977,3.5373,4.9118,3.2412,3.3526,2.1664,5.2405,4.1775,3.9274,3.2071,6.1883,3.1745,5.8760,3.8525,#N/A,#N/A,Arginine N-methyltransferase family protein ,Solyc01g096550.3.1,#N/A
NITAB008085.1,5.4699,2.7136,4.2879,3.5526,4.6241,3.1531,3.4431,2.3431,5.2539,3.9928,3.9958,3.1725,6.1296,3.2487,5.7776,3.8043,Aspartic proteinase PCS1,sp|Q9LZL3|PCS1L_ARATH,Eukaryotic aspartyl protease family protein ,Solyc11g011440.1.1,programmed cell death [GO:0012501]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
NITAB008237.1,0.0000,0.0000,0.6040,1.3785,0.0074,0.0000,1.0128,3.0497,0.0000,0.0048,0.2320,1.0417,0.0000,0.0000,0.4631,0.9398,#N/A,#N/A,CASP-like protein ,Solyc11g012590.2.1,#N/A
NITAB008310.1,0.3510,0.3786,5.5620,8.8639,0.0797,0.5067,2.2545,4.5045,0.7936,0.7844,2.8728,5.9815,0.7887,0.0000,4.9472,7.5113,Subtilisin-like protease SBT3.5,sp|Q9MAP7|SBT35_ARATH,Avr9/Cf-9 rapidly elicited protein 75 ,Solyc11g010250.1.1,regulation of growth [GO:0040008]
NITAB008311.1,0.3897,0.3407,5.5439,8.8362,0.0399,0.3617,2.6751,4.5376,0.6964,0.9264,2.6592,5.9104,0.6970,0.1375,5.2685,7.7267,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB008314.1,1.2552,1.2286,1.2654,1.2693,1.2197,1.1950,1.9657,1.6712,1.6267,0.8855,1.2269,0.8771,0.3193,0.1706,0.2872,0.3731,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB008318.1,6.2968,6.2819,19.7398,38.9824,4.6005,6.8014,24.5474,48.9970,5.1258,7.2687,14.5935,28.7104,6.0326,5.7016,19.6165,47.9380,Glutamine synthetase,sp|P12424|GLNA_NICPL,glutamine synthetase,Solyc11g011380.2.1,glutamine biosynthetic process [GO:0006542]
NITAB008329.1,1.2258,0.3570,39.2614,32.2201,0.4362,0.5821,25.8958,32.8661,1.5519,2.3031,36.6844,37.2261,3.8878,0.3303,48.5546,34.7152,#N/A,#N/A,"Coiled-coil domain-containing protein 18, putative isoform 2 ",Solyc11g005930.2.1,#N/A
NITAB008371.1,0.0366,0.0204,3.5075,6.1462,0.0542,0.0973,3.9846,4.2006,0.0150,0.0169,2.8633,3.5805,0.0137,0.0529,2.4517,3.2426,CRIB domain-containing protein RIC4,sp|Q9FFD5|RIC4_ARATH,ROP-interactive CRIB motif protein ,Solyc11g008880.2.1,cellulose microfibril organization [GO:0010215]; establishment of vesicle localization [GO:0051650]; multicellular organism development [GO:0007275]; pollen tube growth [GO:0009860]; regulation of actin filament polymerization [GO:0030833]; regulation of exocytosis [GO:0017157]; regulation of growth [GO:0040008]
NITAB008372.1,0.8231,0.8963,11.8027,22.8350,1.4448,1.8899,16.9925,25.6865,0.4349,0.6821,8.2231,13.5867,0.5114,2.2686,9.3768,21.6089,Methylenetetrahydrofolate reductase 1,sp|Q9SE94|MTHR1_MAIZE,Methylenetetrahydrofolate reductase ,Solyc11g008870.2.1,methionine biosynthetic process [GO:0009086]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]
NITAB008595.1,0.3187,0.3904,7.6472,14.0176,0.6840,0.7321,15.7556,19.9190,0.4054,0.2697,5.3015,7.9647,0.2873,0.4458,5.9884,15.0368,Histone H2B,sp|P93354|H2B_TOBAC,Histone H2B ,Solyc03g071620.1.1,0
NITAB008717.1,0.0423,0.0452,5.9779,11.1590,0.0415,0.0235,7.6605,8.0912,0.0479,0.0172,5.3350,6.1401,0.0180,0.0192,3.6719,6.1228,Protein trichome birefringence-like 32,sp|Q9SRL3|TBL32_ARATH,trichome birefringence-like protein ,Solyc03g096030.3.1,plant-type secondary cell wall biogenesis [GO:0009834]; xylan acetylation [GO:1990937]
NITAB008786.1,0.0250,0.0632,0.7668,1.6080,0.0799,0.0789,1.4829,3.4899,0.0235,0.0199,0.3068,1.4932,0.0000,0.2225,0.5399,2.2708,Cell wall / vacuolar inhibitor of fructosidase 2,sp|O49603|CVIF2_ARATH,Pectinesterase inhibitor ,Solyc11g005820.1.1,negative regulation of catalytic activity [GO:0043086]; response to karrikin [GO:0080167]
NITAB009018.1,10.7702,7.7958,10.0962,18.6760,7.3545,9.5243,16.9066,21.8241,12.4807,12.1854,7.5115,11.6400,12.0855,5.8346,8.0227,23.9889,Calreticulin,sp|Q40401|CALR_NICPL,Calreticulin ,Solyc04g048900.3.1,protein folding [GO:0006457]
NITAB009240.1,0.2362,0.3730,0.5555,0.8886,0.0571,0.0133,0.3174,0.1973,0.7095,0.5174,1.1209,1.3490,0.4392,0.2714,1.1582,1.8124,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB009253.1,0.0000,0.0000,2.3235,3.2276,0.1096,0.0488,5.0629,4.6350,0.0433,0.0112,1.7638,2.9307,0.0000,0.1229,1.6676,3.2115,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB009262.1,0.0785,0.1522,9.1481,38.9377,0.2993,0.0930,20.0342,56.1121,0.1046,0.0536,4.4629,28.0215,0.1161,0.0950,7.1807,40.6681,#N/A,#N/A,transmembrane protein ,Solyc04g054340.1.1,#N/A
NITAB009335.1,1.2474,0.8649,3.2136,2.7912,1.1849,1.1254,2.4141,2.4877,1.8926,1.0372,3.4412,2.8040,1.2524,0.4838,3.3927,2.0125,Probable trehalose-phosphate phosphatase G,sp|Q9SUW0|TPPG_ARATH,Trehalose 6-phosphate phosphatase ,Solyc04g054930.3.1,trehalose biosynthetic process [GO:0005992]
NITAB009383.1,3.8208,4.7010,8.1166,22.9440,3.7539,4.3796,13.2922,30.2724,4.5373,4.8297,4.7747,18.8604,4.0001,3.7375,6.4397,23.2158,7-deoxyloganetic acid glucosyltransferase,sp|U3U992|UGT8_CATRO,Glycosyltransferase ,Solyc05g052870.3.1,(-)-secologanin biosynthetic process [GO:1900994]
NITAB009416.1,0.5797,0.6161,0.7614,1.7793,0.6173,0.6524,2.0125,2.7851,0.2636,0.2126,0.3300,1.1076,0.3047,0.7541,0.4324,2.0305,Lysine histidine transporter 2,sp|Q9LRB5|LHT2_ARATH,proline transporter 3,Solyc05g052820.3.1,amino acid transmembrane transport [GO:0003333]
NITAB009421.1,0.0856,0.0994,7.7813,13.9768,0.1601,0.1720,11.5738,12.9609,0.1096,0.0875,6.9928,7.3696,0.0909,0.1582,4.8380,10.6756,Methylenetetrahydrofolate reductase 1,sp|Q9SE94|MTHR1_MAIZE,Methylenetetrahydrofolate reductase ,Solyc11g008870.2.1,methionine biosynthetic process [GO:0009086]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]
NITAB009443.1,0.9237,0.7027,2.1664,1.8538,0.4292,1.0225,1.4401,1.3052,1.2160,1.4228,2.1895,2.1546,1.4312,1.0260,2.8105,3.2076,#N/A,#N/A,Lipase ,Solyc03g005020.3.1,#N/A
NITAB009577.1,1.6028,1.5998,5.1274,3.4367,1.3597,1.2946,3.3546,3.6418,1.9131,1.8853,3.2846,3.0152,1.7684,0.7363,5.8460,3.1120,Probable carboxylesterase 120,sp|Q9LVB8|CXE20_ARATH,Gibberellin receptor GID1 ,Solyc06g035520.3.1,0
NITAB009585.1,0.4310,0.9321,45.1582,54.9546,0.5035,0.6355,45.6586,38.1917,0.5909,0.6751,48.5720,34.3338,0.4594,0.6180,29.4996,24.5017,#N/A,#N/A,UDP-3-O-acyl N-acetylglycosamine deacetylase family protein ,Solyc05g054090.3.1,#N/A
NITAB009593.1,2.8413,3.0962,10.0242,15.2347,3.0741,3.1566,19.1896,23.9097,2.4744,2.7698,5.4360,7.9781,2.7008,3.0857,6.7380,21.1803,Cysteine proteinase inhibitor 1,sp|Q6TPK4|CYT1_ACTDE,Cysteine proteinase inhibitor ,Solyc05g054120.1.1,defense response [GO:0006952]
NITAB009709.1,0.0870,0.0746,0.7953,0.3619,0.0544,0.1290,1.0811,1.3251,0.2009,0.1120,0.9335,0.8629,0.2646,0.0497,1.3543,1.9109,NAC transcription factor NAM-B2,sp|A0SPJ6|NAMB2_TRITD,"NAC domain protein, ",Solyc01g104900.3.1,"regulation of transcription, DNA-templated [GO:0006355]"
NITAB009768.1,0.0038,0.0403,1.6665,2.0832,0.0000,0.0087,0.7435,1.7285,0.0143,0.1039,1.8676,2.8642,0.0120,0.0000,3.6025,3.3514,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB009793.1,6.0897,9.8684,10.3765,12.0002,5.7624,4.3936,16.8665,9.7986,4.7249,3.1536,4.1575,6.6531,5.5635,4.8963,3.5947,12.7017,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB010099.1,3.2824,1.8565,16.6922,17.9979,1.5749,2.7457,7.7775,11.4873,6.4933,3.3506,10.2964,11.4482,4.7768,0.5062,14.2654,13.4675,Ethylene-responsive transcription factor 5,sp|Q40478|ERF5_TOBAC,Ethylene-responsive transcription factor ,Solyc05g052040.1.1,defense response [GO:0006952]; ethylene-activated signaling pathway [GO:0009873]
NITAB010101.1,1.2523,1.1715,10.1048,11.4349,0.4113,0.9795,4.4042,7.5615,2.2044,1.1729,7.8441,8.6212,1.4557,0.3675,11.4079,9.9773,Ethylene-responsive transcription factor 1,sp|Q40476|ERF1_TOBAC,DNA-binding protein Pti4,Solyc05g052050.1.1,defense response [GO:0006952]; ethylene-activated signaling pathway [GO:0009873]
NITAB010185.1,0.0616,0.1375,10.1475,17.2467,0.1752,0.0537,20.0134,18.9109,0.1212,0.1263,7.0916,9.4829,0.0609,0.1009,6.6585,17.2447,Expansin-A3,sp|O80932|EXPA3_ARATH,expansin  1,Solyc06g051800.3.1,plant-type cell wall organization [GO:0009664]; response to gibberellin [GO:0009739]; response to red light [GO:0010114]; syncytium formation [GO:0006949]
NITAB010418.1,1.3183,2.0817,1.6612,4.7243,1.1620,3.6362,2.9768,5.0117,1.7574,2.9773,1.0228,2.5279,1.4700,1.8435,1.5726,4.2672,Wound-induced protein 1,sp|P20144|WUN1_SOLTU,Wound-induced protein 1 ,Solyc06g048820.1.1,0
NITAB010425.1,0.9778,0.8250,22.1921,19.8354,1.5908,1.1024,16.5794,13.2805,0.9636,0.9997,20.3315,15.7560,1.2404,0.9622,21.8300,17.4444,#N/A,#N/A,High mobility group ,Solyc06g050315.1.1,#N/A
NITAB010442.1,1.7357,1.7652,1.8921,1.5678,0.4899,0.8594,5.1395,3.3428,1.1394,1.4752,2.0071,1.2240,1.6407,1.1544,1.5271,2.5102,Phycobiliprotein ApcE,sp|P51263|APCE_PORPU,#N/A,#N/A,oxidation-reduction process [GO:0055114]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
NITAB010624.1,21.0723,24.1844,97.2535,88.2580,29.2372,22.3107,263.1926,119.4441,20.3951,12.2299,96.1242,118.1369,18.2669,24.7711,35.0360,133.6530,#N/A,#N/A,#N/A,#N/A,#N/A
